lagoslakeid,lake_nets_upstreamlake_km,lake_nets_downstreamlake_km,lake_nets_bidirectionallake_km,lake_nets_upstreamlake_n,lake_nets_downstreamlake_n,lake_nets_lakeorder,lake_nets_lnn,net_id,net_lakes_n,net_averagelakedistance_km,net_averagelakearea_ha,lake_nets_nearestdamdown_km,lake_nets_nearestdamdown_id,lake_nets_totaldamdown_n,lake_nets_nearestdamup_km,lake_nets_nearestdamup_id,lake_nets_totaldamup_n,lake_nets_damonlake_flag,lake_nets_multidam_flag,net_dams_n,nhdplusv2_comid
8117,NA,11.556,11.556,0,1,0,1,33,1731,131.802,126.637,0,18605,1,NA,NA,0,N,N,286,723924
8447,NA,NA,10.707,0,0,1,1,33,1731,131.802,126.637,0,18616,4,NA,NA,0,N,N,286,4288853
8040,2.22,5.232,2.22,11,1,5,7,33,1731,131.802,126.637,NA,NA,0,2.528,18606,2,N,N,286,166172992
7609,15.862,15.877,15.862,6,1,4,6,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,725074
7668,2.117,NA,2.117,1,0,1,2,359,18,22.777,40.508,NA,NA,0,NA,NA,0,N,N,2,816887
7936,NA,2.02,2.02,0,1,0,1,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,719616
8136,3.74,0.4,0.4,1,1,1,2,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,807961
8398,NA,NA,7.324,0,0,0,1,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,4287257
7821,0.166,0.063,0.063,1,1,2,4,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,724966
7754,NA,0.09,0.09,0,1,0,1,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,803443
7502,0.598,0.166,0.166,1,1,2,3,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,724968
7533,NA,NA,21.717,0,0,1,1,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,4290165
8450,0.371,NA,0.371,1,0,2,2,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,4287263
7890,NA,NA,11.296,0,0,0,1,33,1731,131.802,126.637,2.199,18905,1,NA,NA,0,N,N,286,4287221
7587,NA,NA,19.23,0,0,0,1,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,4287217
8234,15.376,NA,15.376,2,0,4,7,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,717650
7880,2.091,NA,2.091,3,0,3,5,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,717714
7728,NA,1.628,1.628,0,1,0,1,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,717824
8372,NA,3.846,3.846,0,1,2,1,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,806301
8422,1.689,4.363,1.689,2,1,2,4,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,4290239
7653,NA,NA,21.999,0,0,0,1,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,4290149
8420,1.731,2.091,1.731,2,1,3,4,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,717782
7734,NA,14.04,7.783,0,1,0,1,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,808021
7815,NA,0.355,0.355,0,1,0,1,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,724984
8169,0.277,24.125,0.277,2,1,2,2,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,724958
7772,3.91,1.359,1.359,1,1,2,2,359,18,22.777,40.508,NA,NA,0,NA,NA,0,N,N,2,817809
8297,NA,NA,13.874,0,0,1,1,33,1731,131.802,126.637,0,18624,5,NA,NA,0,Y,N,286,803405
7741,NA,0.071,0.071,0,1,0,1,833,3,8.876,4.792,NA,NA,0,NA,NA,0,N,N,0,816785
7749,4.998,25.995,4.998,1,1,2,6,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,4290403
7906,0.371,128.885,0.371,8,1,3,6,33,1731,131.802,126.637,158.465,18622,1,NA,NA,0,N,N,286,166195793
8501,2.159,NA,2.159,4,0,3,3,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,723984
7693,NA,1.689,1.689,0,1,0,1,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,4290249
8131,NA,7.705,7.705,0,1,0,1,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,808017
8189,NA,NA,10.496,0,0,2,1,33,1731,131.802,126.637,39.196,18706,8,NA,NA,0,N,N,286,1720391
8115,NA,2.11,2.11,0,1,0,1,33,1731,131.802,126.637,0,18690,1,NA,NA,0,Y,N,286,1703086
8299,3.472,6.077,3.472,12,1,4,6,33,1731,131.802,126.637,0,18687,1,NA,NA,0,Y,N,286,166195835
7983,5.74,15.736,5.74,1,1,2,2,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,1718135
7925,3.519,16.185,3.519,1,1,2,2,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,1737402
8177,0.225,NA,0.225,1,0,4,5,33,1731,131.802,126.637,29.652,18717,5,NA,NA,0,N,N,286,166195912
8362,1.514,0.263,0.263,1,1,2,4,33,1731,131.802,126.637,0,18748,1,NA,NA,0,Y,N,286,1735266
8153,1.511,3.719,1.511,2,1,2,3,87,181,29.192,124.722,NA,NA,0,NA,NA,0,N,N,18,2679010
8511,4.251,7.703,4.251,7,1,4,6,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,1701166
8525,1.431,37.937,1.431,1,1,1,2,33,1731,131.802,126.637,0,18661,2,NA,NA,0,N,N,286,1698422
8214,0.965,1.423,0.965,3,1,2,2,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,166195834
7900,0.715,1.047,0.715,1,1,1,2,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,1710818
7607,NA,1.631,1.631,0,1,0,1,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,1703096
8492,0.491,2.837,0.491,4,1,2,3,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,1700944
7945,NA,3.643,3.643,0,1,0,1,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,1720139
7935,1.569,54.149,1.569,1,1,3,3,33,1731,131.802,126.637,0,18731,1,NA,NA,0,Y,N,286,1734558
8429,NA,20.227,12.928,0,1,0,1,33,1731,131.802,126.637,14.55,18664,1,NA,NA,0,N,N,286,1701018
8488,NA,9.364,9.364,0,1,0,1,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,1712060
8133,0.194,NA,0.194,2,0,2,3,33,1731,131.802,126.637,0,18721; 18720,7,NA,NA,0,N,N,286,1731570
7499,NA,NA,7.208,0,0,2,1,33,1731,131.802,126.637,21.38,18706,8,NA,NA,0,N,N,286,1720489
7550,1.258,NA,1.258,6,0,5,4,87,181,29.192,124.722,5.149,18751,1,0,18749,2,Y,N,18,1735412
7611,NA,1.876,1.876,0,1,2,1,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,166173484
7721,0.088,1.418,0.088,2,1,2,3,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,1710720
7784,NA,NA,9.043,0,0,2,1,33,1731,131.802,126.637,98.254,18730,5,NA,NA,0,N,N,286,2357
8522,NA,0.076,0.076,0,1,0,1,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,1700956
7689,NA,NA,11.33,0,0,0,1,33,1731,131.802,126.637,40.549,18706,8,NA,NA,0,N,N,286,1720361
7656,NA,NA,7.208,0,0,0,1,33,1731,131.802,126.637,24.479,18706,8,NA,NA,0,N,N,286,1720479
8044,1.622,16.43,1.622,3,1,3,3,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,1720353
7993,5.913,1.569,1.569,1,1,3,2,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,1734566
8186,NA,1.84,1.84,0,1,0,1,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,1700938
8045,NA,8.375,8.375,0,1,0,1,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,1701352
7582,NA,22.799,3.206,0,1,0,1,33,1731,131.802,126.637,17.122,18664,1,NA,NA,0,N,N,286,1700926
8480,1.291,NA,1.291,2,0,4,5,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,1735238
7501,NA,0.246,0.246,0,1,1,1,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,1710740
8203,1.951,1.99,1.951,1,1,1,2,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,1735326
7704,NA,0.493,0.493,0,1,0,1,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,1731804
8446,NA,3.295,3.295,0,1,0,1,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,749
8469,0.309,1.019,0.309,4,1,3,4,33,1731,131.802,126.637,0,18689,1,NA,NA,0,N,N,286,1703104
7625,NA,18.183,9.716,0,1,0,1,33,1731,131.802,126.637,0,18709,1,NA,NA,0,N,N,286,1720389
8159,3.369,NA,3.369,8,0,4,4,33,1731,131.802,126.637,8.787,18759,5,30.349,18723,1,N,N,286,1731806
7758,0.443,22.576,0.443,1,1,3,3,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,1731682
8435,4.261,20.887,4.261,1,1,3,3,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,1731784
7829,4.164,8.979,4.164,2,1,2,3,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,1711988
8527,0.169,0.309,0.169,1,1,1,3,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,1703112
8459,1.019,12.149,1.019,1,1,3,5,33,1731,131.802,126.637,NA,NA,0,1.019,18689,1,N,N,286,1703138
7493,NA,21.593,21.593,0,1,1,1,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,1698378
8505,NA,NA,9.174,0,0,0,1,33,1731,131.802,126.637,29.254,18706,8,NA,NA,0,N,N,286,1720445
8209,NA,29.082,4.045,0,1,0,1,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,1720153
7665,NA,26.912,7.164,0,1,0,1,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,1720151
8029,NA,1.991,1.991,0,1,1,1,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,1720433
7913,0.181,0.878,0.181,5,1,3,6,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,1701138
7476,1.84,20.987,1.84,1,1,1,2,33,1731,131.802,126.637,15.31,18664,1,NA,NA,0,N,N,286,1700946
7743,NA,NA,30.186,0,0,0,1,33,1731,131.802,126.637,0,18736,1,NA,NA,0,N,N,286,1735478
8142,NA,NA,24.693,0,0,2,1,33,1731,131.802,126.637,0,18733,1,NA,NA,0,N,N,286,1735284
8406,2.891,4.322,2.891,3,1,3,3,87,181,29.192,124.722,NA,NA,0,12.143,18732,1,N,N,18,1735338
7920,NA,1.384,1.384,0,1,0,1,87,181,29.192,124.722,0,18752,1,NA,NA,0,Y,N,18,1735452
8157,NA,5.45,5.45,0,1,0,1,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,1735220
7769,0.761,7.576,0.761,1,1,1,2,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,1720251
8377,NA,10.921,10.689,0,1,2,1,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,1731942
8253,NA,1.652,1.652,0,1,0,1,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,1711984
8384,0.816,3.948,0.816,1,1,2,2,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,1710542
8135,NA,6.132,6.132,0,1,0,1,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,1710646
8024,0.437,36.415,0.437,4,1,3,4,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,491
7845,0.525,NA,0.525,1,0,1,2,33,1731,131.802,126.637,148.876,18730,5,NA,NA,0,N,N,286,759
8419,NA,20.49,10.469,0,1,0,1,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,1703178
7895,NA,NA,6.593,0,0,0,1,33,1731,131.802,126.637,29.818,18706,8,NA,NA,0,N,N,286,1720525
8265,0.807,4.201,0.807,2,1,2,2,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,1720321
8415,NA,1.586,1.586,0,1,1,1,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,1720121
8230,NA,5.881,5.881,0,1,2,1,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,1701144
7986,NA,0.425,0.425,0,1,0,1,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,1701078
8426,NA,1.031,1.031,0,1,1,1,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,1700892
8497,NA,NA,23.493,0,0,0,1,33,1731,131.802,126.637,57.516,18717,5,NA,NA,0,N,N,286,1720475
7779,NA,1.747,1.747,0,1,0,1,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,1701178
7901,8.363,6.687,6.687,4,1,4,3,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,166195913
7786,0.469,0.137,0.137,1,1,1,2,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,1699328
7604,NA,NA,4.065,0,0,0,1,33,1731,131.802,126.637,82.498,18718,6,NA,NA,0,N,N,286,1712456
8076,0.246,14.016,0.246,1,1,2,2,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,1710714
7524,NA,5.696,5.696,0,1,1,1,87,181,29.192,124.722,14.851,18751,1,NA,NA,0,N,N,18,1735344
8017,NA,5.472,5.472,0,1,0,1,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,1710628
8046,NA,NA,11.194,0,0,2,1,87,181,29.192,124.722,10.504,18751,1,NA,NA,0,N,N,18,1735366
125515,0.263,NA,0.263,1,0,2,5,33,1731,131.802,126.637,1.489,18747,1,NA,NA,0,N,N,286,1736504
7770,0.23,1.511,0.23,1,1,1,2,87,181,29.192,124.722,NA,NA,0,NA,NA,0,N,N,18,2679016
7725,3.356,8.313,3.356,5,1,4,4,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,1720213
8052,0.135,1.291,0.135,5,1,4,4,33,1731,131.802,126.637,NA,NA,0,53.713,18755,1,N,N,286,1735206
8020,NA,2.843,2.843,0,1,1,1,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,1717729
7480,NA,NA,17.016,0,0,2,1,33,1731,131.802,126.637,29.684,18730,5,NA,NA,0,N,N,286,1731562
8316,1.947,3.95,1.947,1,1,2,2,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,1735200
8143,0.57,1.258,0.57,1,1,3,2,87,181,29.192,124.722,1.258,18735,1,NA,NA,0,N,N,18,120053080
8442,3.924,NA,3.924,4,0,3,3,33,1731,131.802,126.637,7.803,18739; 18740,3,NA,NA,0,N,N,286,1735158
7987,2.034,1.553,1.45,1,1,2,2,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,1731730
7763,10.986,NA,10.986,2,0,2,2,33,1731,131.802,126.637,81.427,18730,5,NA,NA,0,N,N,286,2519
7718,0.776,0.399,0.399,3,1,3,2,33,1731,131.802,126.637,0,18684,1,NA,NA,0,N,N,286,1700856
7742,NA,0.235,0.235,0,1,2,1,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,1710670
8067,17.781,NA,5.249,12,0,4,5,33,1731,131.802,126.637,139.581,18730,5,17.133,18597,1,N,N,286,166181689
8249,NA,4.632,4.632,0,1,2,1,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,1731832
8059,2.394,NA,2.394,1,0,2,2,33,1731,131.802,126.637,106.455,18730,5,NA,NA,0,N,N,286,2311
8360,0.854,1.04,0.854,2,1,2,3,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,1701190
7711,NA,4.408,3.23,0,1,0,1,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,1701098
7898,NA,3.975,3.975,0,1,0,1,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,1712030
8288,NA,NA,10.799,0,0,1,1,33,1731,131.802,126.637,44.345,18743,3,NA,NA,0,N,N,286,1731848
8170,NA,0.555,0.555,0,1,2,1,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,639
8149,1.04,4.251,1.04,4,1,3,4,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,1701176
8219,2.762,0.153,0.153,3,1,3,2,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,1699556
7946,NA,NA,38.311,0,0,2,1,33,1731,131.802,126.637,47.631,18743,3,NA,NA,0,N,N,286,1731800
7857,0.357,0.332,0.332,3,1,2,3,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,1701038
8512,NA,NA,7.987,0,0,0,1,33,1731,131.802,126.637,29.673,18706,8,NA,NA,0,N,N,286,1720467
8430,0.793,0.062,0.062,4,1,2,2,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,1701174
8173,NA,NA,16.487,0,0,0,1,33,1731,131.802,126.637,28.412,18750,1,NA,NA,0,N,N,286,1737584
8009,NA,1.682,1.682,0,1,1,1,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,1701048
7681,NA,18.962,3.439,0,1,0,1,33,1731,131.802,126.637,13.285,18664,1,NA,NA,0,N,N,286,1700974
8049,NA,NA,6.434,0,0,0,1,33,1731,131.802,126.637,17.972,18743,3,NA,NA,0,N,N,286,1735026
7877,NA,NA,12.632,0,0,0,1,33,1731,131.802,126.637,75.719,18718,6,NA,NA,0,N,N,286,1710732
7634,5.696,NA,5.696,1,0,1,2,87,181,29.192,124.722,0,18734,1,NA,NA,0,N,N,18,1735404
8383,NA,0.325,0.325,0,1,2,1,33,1731,131.802,126.637,0,18728,1,NA,NA,0,Y,N,286,1731638
8031,NA,0.398,0.398,0,1,2,1,33,1731,131.802,126.637,0,18602,1,NA,NA,0,N,N,286,5125
7926,NA,0.992,0.992,0,1,2,1,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,1731864
7557,0.137,11.903,0.137,6,1,3,3,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,1699332
8353,0.323,0.487,0.323,3,1,3,2,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,531
7951,4.23,6.396,4.23,1,1,2,2,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,1730878
8451,NA,5.047,5.047,0,1,2,1,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,1731938
7517,NA,6.105,6.105,0,1,2,1,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,1731874
7576,NA,29.917,15.069,0,1,2,1,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,1718115
7933,NA,10.872,10.872,0,1,0,1,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,1711980
7486,NA,8.363,8.363,0,1,0,1,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,1718153
7702,NA,2.757,2.757,0,1,1,1,87,181,29.192,124.722,NA,NA,0,NA,NA,0,N,N,18,1735400
8448,NA,NA,8.841,0,0,1,1,33,1731,131.802,126.637,79.594,18718,6,NA,NA,0,N,N,286,1710716
7561,1.127,1.481,1.127,1,1,2,2,33,1731,131.802,126.637,NA,NA,0,1.127,18719,1,N,N,286,1731552
7852,1.529,NA,1.529,2,0,2,2,33,1731,131.802,126.637,0,18707,9,NA,NA,0,N,N,286,1720605
8395,0.164,2.448,0.164,1,1,1,2,33,1731,131.802,126.637,0,18725,1,NA,NA,0,N,N,286,1731690
7722,NA,1.127,1.127,0,1,2,1,33,1731,131.802,126.637,0,18719,1,NA,NA,0,N,N,286,1731554
7487,NA,NA,25.05,0,0,3,1,33,1731,131.802,126.637,51.574,18730,5,NA,NA,0,N,N,286,1730970
7512,1.161,14.204,1.161,3,1,3,6,33,1731,131.802,126.637,NA,NA,0,1.161,18693,1,N,N,286,1712032
8359,0.993,7.532,0.993,1,1,1,3,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,1703126
8520,NA,NA,1.965,0,0,0,1,33,1731,131.802,126.637,36.597,18706,8,NA,NA,0,N,N,286,1720461
8388,2.282,0.943,0.943,1,1,1,2,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,1720135
7846,NA,12.755,11.38,0,1,0,1,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,1720133
7735,5.563,NA,5.563,4,0,3,3,33,1731,131.802,126.637,70.454,18717,5,NA,NA,0,N,N,286,1720131
7928,0.8,0.73,0.73,1,1,2,4,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,1701184
7473,NA,NA,4.094,0,0,2,1,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,1735208
8484,1.765,6.067,1.765,2,1,2,2,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,1735172
7939,NA,3.125,3.125,0,1,0,1,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,563
8084,2.821,1.047,1.047,2,1,3,4,33,1731,131.802,126.637,0,18890,1,3.268,18887,1,N,N,286,3323844
7740,4.094,NA,4.094,1,0,2,2,33,1731,131.802,126.637,27.496,18866,1,NA,NA,0,N,N,286,3320078
8212,NA,15.591,13.638,0,1,0,1,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,1025394
8302,NA,0.778,0.778,0,1,0,1,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,3319376
8237,NA,1.204,1.204,0,1,1,1,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,3324218
7692,0.051,1.583,0.051,1,1,1,3,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,3323988
7705,NA,2.085,2.085,0,1,0,1,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,3323942
8466,NA,NA,21.443,0,0,2,1,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,3324184
8314,NA,5.157,5.157,0,1,0,1,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,1024068
7466,NA,5.531,3.511,0,1,1,1,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,3323908
8199,0.069,NA,0.069,2,0,2,4,33,1731,131.802,126.637,0,18895; 18894,5,NA,NA,0,N,N,286,3324122
7950,NA,1.998,1.998,0,1,0,1,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,1031815
8526,NA,0.595,0.595,0,1,0,1,33,1731,131.802,126.637,0,18877,1,NA,NA,0,N,N,286,3322860
7553,0.251,15.972,0.251,2,1,2,4,33,1731,131.802,126.637,0,18830,1,NA,NA,0,N,N,286,3319380
8252,3.645,4.197,3.645,2,1,2,2,33,1731,131.802,126.637,NA,NA,0,NA,NA,0,N,N,286,3323864
8468,NA,33.743,6.927,0,1,2,1,33,1731,131.802,126.637,0,18828,1,NA,NA,0,Y,N,286,3318172
7883,0.121,0.236,0.121,1,1,2,2,33,1731,131.802,126.637,NA,NA,0,0.121,18650,2,N,N,286,1031427
